Palabra	 Nula[%]	 Baja[%] 	 Media[%]	 Alta[%]	 PFA	Categoría
grandioso	10	20	40	30	0.63	Sorpresa
gritar	0	40	60	0	0.528	Sorpresa
grito	0	40	60	0	0.528	Sorpresa
horrible	10	50	40	0	0.429	Sorpresa
idiotizar	70	30	0	0	0.099	Sorpresa
imbécil	90	10	0	0	0.033	Sorpresa
impactar	10	20	10	60	0.732	Sorpresa
impresión	10	10	30	50	0.731	Sorpresa
impresionante	0	10	10	80	0.899	Sorpresa
impresionar	0	10	20	70	0.865	Sorpresa
inaudito	0	10	10	80	0.899	Sorpresa
increible	0	0	10	90	0.966	Sorpresa
increíblemente	0	10	10	80	0.899	Sorpresa
inepto	80	20	0	0	0.066	Sorpresa
interrogante	40	40	10	10	0.298	Sorpresa
interrogar	30	50	10	10	0.331	Sorpresa
intrigar	20	30	50	0	0.429	Sorpresa
lelo	80	20	0	0	0.066	Sorpresa
llegar	60	30	10	0	0.165	Sorpresa
llevar	70	20	10	0	0.132	Sorpresa
macanudo	0	20	40	40	0.73	Sorpresa
maravilla	0	10	10	80	0.899	Sorpresa
maravillar	0	0	30	70	0.898	Sorpresa
maravillosamente	0	0	20	80	0.932	Sorpresa
maravilloso	0	0	10	90	0.966	Sorpresa
miedo	30	50	20	0	0.297	Sorpresa
milagro	0	20	30	50	0.764	Sorpresa
mirífico	0	10	0	90	0.933	Sorpresa
misterio	40	30	20	10	0.331	Sorpresa
mistificar	70	20	10	0	0.132	Sorpresa
mudo	60	20	20	0	0.198	Sorpresa
nefando	80	20	0	0	0.066	Sorpresa
noqueado	30	50	20	0	0.297	Sorpresa
noquear	40	50	10	0	0.231	Sorpresa
obtuso	80	20	0	0	0.066	Sorpresa
ofuscar	40	40	20	0	0.264	Sorpresa
pasmar	20	10	40	30	0.597	Sorpresa
pasmo	40	20	20	20	0.398	Sorpresa
pasmosamente	30	30	20	20	0.431	Sorpresa
pasmoso	20	20	30	30	0.564	Sorpresa
perplejidad	10	10	30	50	0.731	Sorpresa
perplejo	0	20	30	50	0.764	Sorpresa
portento	0	20	50	30	0.696	Sorpresa
portentosamente	20	0	50	30	0.63	Sorpresa
portentoso	0	20	50	30	0.696	Sorpresa
preguntar	40	60	0	0	0.198	Sorpresa
prodigiosamente	10	20	50	20	0.596	Sorpresa
prodigiosidad	10	30	40	20	0.563	Sorpresa
prodigioso	0	30	50	20	0.629	Sorpresa
quedar	50	0	50	0	0.33	Sorpresa
quimérico	30	40	20	10	0.364	Sorpresa
quisicosa	40	20	40	0	0.33	Sorpresa
recibir	30	40	20	10	0.364	Sorpresa
repente	10	20	40	30	0.63	Sorpresa
repentino	0	20	50	30	0.696	Sorpresa
rompecabezas	70	30	0	0	0.099	Sorpresa
shock	10	20	30	40	0.664	Sorpresa
shoqueado	10	10	30	50	0.731	Sorpresa
sobrecoger	40	10	40	10	0.397	Sorpresa
sobrecogimiento	40	10	30	20	0.431	Sorpresa
sobresalto	30	10	20	40	0.565	Sorpresa
sonso	80	20	0	0	0.066	Sorpresa
sorprendente	0	0	10	90	0.966	Sorpresa
sorprendentemente	0	0	20	80	0.932	Sorpresa
sorprender	0	0	10	90	0.966	Sorpresa
sorpresa	0	0	10	90	0.966	Sorpresa
sorpresivamente	0	0	10	90	0.966	Sorpresa
sorpresivo	0	0	10	90	0.966	Sorpresa
subito	10	0	70	20	0.662	Sorpresa
suspenso	10	30	50	10	0.529	Sorpresa
susto	0	30	40	30	0.663	Sorpresa
tambaleante	60	40	0	0	0.132	Sorpresa
tambalear	60	40	0	0	0.132	Sorpresa
titubeante	70	30	0	0	0.099	Sorpresa
titubear	70	30	0	0	0.099	Sorpresa
traspiés	90	10	0	0	0.033	Sorpresa
tremendo	20	30	50	0	0.429	Sorpresa
zonzo	80	20	0	0	0.066	Sorpresa
zopenco	80	20	0	0	0.066	Sorpresa
abajamiento	20	30	30	20	0.497	Tristeza
abajo 	20	60	10	10	0.364	Tristeza
abandonamiento	0	10	20	70	0.865	Tristeza
abandonar	0	0	30	70	0.898	Tristeza
abatidamente	0	20	10	70	0.832	Tristeza
abatido	0	10	20	70	0.865	Tristeza
abatimiento	0	20	20	60	0.798	Tristeza
abatir	0	30	10	60	0.765	Tristeza
abochornar	50	20	30	0	0.264	Tristeza
abrumar 	30	20	40	10	0.43	Tristeza
aburrir	30	60	10	0	0.264	Tristeza
aciago	10	30	40	20	0.563	Tristeza
acongojar	0	0	60	40	0.796	Tristeza
acuitadamente	0	70	20	10	0.463	Tristeza
acuitar	0	40	50	10	0.562	Tristeza
adolecer	0	50	30	20	0.563	Tristeza
adverso	30	20	30	20	0.464	Tristeza
aflicción	0	20	30	50	0.764	Tristeza
afligidamente	0	0	50	50	0.83	Tristeza
afligido	0	0	50	50	0.83	Tristeza
afligir	0	0	60	40	0.796	Tristeza
agobiado	0	20	30	50	0.764	Tristeza
agobiante	0	20	40	40	0.73	Tristeza
agobiantemente	0	20	40	40	0.73	Tristeza
agobiar	0	30	30	40	0.697	Tristeza
agraviar	30	50	10	10	0.331	Tristeza
aguantar	30	40	20	10	0.364	Tristeza
aherrojar	50	40	10	0	0.198	Tristeza
ahogo	10	50	30	10	0.463	Tristeza
alicaído	20	40	20	20	0.464	Tristeza
aliquebrado	10	50	20	20	0.497	Tristeza
alma	50	50	0	0	0.165	Tristeza
amargo	40	40	20	0	0.264	Tristeza
amargura	20	0	80	0	0.528	Tristeza
amurriar	10	10	40	40	0.697	Tristeza
angustia	0	10	50	40	0.763	Tristeza
angustiadamente	0	30	30	40	0.697	Tristeza
angustiar	0	10	60	30	0.729	Tristeza
angustioso	0	10	50	40	0.763	Tristeza
aniquilar 	0	70	20	10	0.463	Tristeza
añicos	0	70	20	10	0.463	Tristeza
apabullar 	10	50	40	0	0.429	Tristeza
apenar	20	50	20	10	0.397	Tristeza
apiadarse	30	20	30	20	0.464	Tristeza
aplanar 	70	20	0	10	0.166	Tristeza
aplastar	60	20	10	10	0.232	Tristeza
aquejar	20	30	30	20	0.497	Tristeza
arrastradamente	40	30	30	0	0.297	Tristeza
arrastrar	60	20	20	0	0.198	Tristeza
arrepentimiento	10	40	50	0	0.462	Tristeza
arrepentir	10	40	50	0	0.462	Tristeza
asolar	10	40	30	20	0.53	Tristeza
atormentadamente	10	40	40	10	0.496	Tristeza
atormentar	10	40	30	20	0.53	Tristeza
atribular	10	30	50	10	0.529	Tristeza
atrición	10	30	60	0	0.495	Tristeza
avergonzar	20	70	10	0	0.297	Tristeza
bajo	40	40	20	0	0.264	Tristeza
cabizbajo	0	0	30	70	0.898	Tristeza
cabizcaído	0	0	30	70	0.898	Tristeza
caer	10	20	70	0	0.528	Tristeza
caerse	10	40	50	0	0.462	Tristeza
caída	20	10	60	10	0.529	Tristeza
caído	10	20	70	0	0.528	Tristeza
calvario	0	10	50	40	0.763	Tristeza
cancamurria	10	10	10	70	0.799	Tristeza
carcel	10	20	50	20	0.596	Tristeza
carecer	0	50	40	10	0.529	Tristeza
cargar	40	20	40	0	0.33	Tristeza
castigo	0	30	60	10	0.595	Tristeza
cetrino	60	30	10	0	0.165	Tristeza
compadecer	10	40	20	30	0.564	Tristeza
compasión	0	40	30	30	0.63	Tristeza
compasivo	0	40	30	30	0.63	Tristeza
compunción	20	40	20	20	0.464	Tristeza
compungidamente	40	30	20	10	0.331	Tristeza
compungir	20	50	20	10	0.397	Tristeza
condolencia	0	0	60	40	0.796	Tristeza
condoler	0	0	60	40	0.796	Tristeza
confuso	40	50	10	0	0.231	Tristeza
congoja	20	20	50	10	0.496	Tristeza
congojoso	10	30	50	10	0.529	Tristeza
consternación	0	30	60	10	0.595	Tristeza
contrición	10	50	40	0	0.429	Tristeza
contristar	0	30	40	30	0.663	Tristeza
contrito	0	40	30	30	0.63	Tristeza
crisis	0	20	50	30	0.696	Tristeza
cuita	0	20	40	40	0.73	Tristeza
cuitado	20	10	40	30	0.597	Tristeza
culpa	20	20	20	40	0.598	Tristeza
culpabilidad	10	30	20	40	0.631	Tristeza
culpable	20	30	10	40	0.565	Tristeza
culpado	10	30	20	40	0.631	Tristeza
culposo	10	30	20	40	0.631	Tristeza
dañino	10	20	60	10	0.562	Tristeza
debilitar 	20	60	20	0	0.33	Tristeza
decaer	0	10	60	30	0.729	Tristeza
decaído	0	10	30	60	0.831	Tristeza
decaimiento	0	10	40	50	0.797	Tristeza
decepción	0	0	30	70	0.898	Tristeza
decepcionar	0	0	30	70	0.898	Tristeza
defectuoso	20	60	20	0	0.33	Tristeza
deficiente	20	50	30	0	0.363	Tristeza
dejarse	70	10	0	20	0.233	Tristeza
dejazón	70	20	0	10	0.166	Tristeza
deplorable	0	50	30	20	0.563	Tristeza
deplorablemente	0	50	30	20	0.563	Tristeza
deplorar	10	40	30	20	0.53	Tristeza
depresión	0	0	30	70	0.898	Tristeza
depresivo	0	0	30	70	0.898	Tristeza
deprimente	0	0	30	70	0.898	Tristeza
deprimir	0	0	40	60	0.864	Tristeza
derribado	10	30	40	20	0.563	Tristeza
derribar	30	30	20	20	0.431	Tristeza
derrota	0	20	30	50	0.764	Tristeza
desafortunado	0	0	30	70	0.898	Tristeza
desalentadamente	0	10	40	50	0.797	Tristeza
desalentar	0	20	30	50	0.764	Tristeza
desaliento	0	10	40	50	0.797	Tristeza
desalojar	10	40	40	10	0.496	Tristeza
desamparar	0	30	50	20	0.629	Tristeza
desamparo	0	40	40	20	0.596	Tristeza
desanimado	0	10	60	30	0.729	Tristeza
desanimar	0	10	60	30	0.729	Tristeza
desánimo	0	0	70	30	0.762	Tristeza
desaquellar 	0	40	40	20	0.596	Tristeza
desarrapado	40	60	0	0	0.198	Tristeza
desastrado	50	40	0	10	0.232	Tristeza
desazón	60	30	10	0	0.165	Tristeza
desazonar	60	30	10	0	0.165	Tristeza
descaecimiento	40	30	20	10	0.331	Tristeza
descomponer	30	60	10	0	0.264	Tristeza
desconsolado	0	0	50	50	0.83	Tristeza
desconsolador	0	20	40	40	0.73	Tristeza
desconsolar	0	20	40	40	0.73	Tristeza
desconsuelo	0	0	50	50	0.83	Tristeza
descontento	20	50	20	10	0.397	Tristeza
descorazonamiento	10	60	20	10	0.43	Tristeza
descorazonar 	10	50	30	10	0.463	Tristeza
descuajar	50	40	10	0	0.198	Tristeza
desdicha	0	0	50	50	0.83	Tristeza
desdichado	0	0	50	50	0.83	Tristeza
desengaño	0	30	40	30	0.663	Tristeza
desesperación	20	40	20	20	0.464	Tristeza
desesperadamente	20	40	20	20	0.464	Tristeza
desesperanza	10	20	20	50	0.698	Tristeza
desesperanzar	10	0	40	50	0.764	Tristeza
desesperar	50	20	10	20	0.332	Tristeza
desestimar	60	10	20	10	0.265	Tristeza
desestimular	50	20	30	0	0.264	Tristeza
desfallecer	20	30	50	0	0.429	Tristeza
desfallecimiento	20	30	50	0	0.429	Tristeza
desgarrador	20	20	30	30	0.564	Tristeza
desgarro	30	30	30	10	0.397	Tristeza
desgastar	40	30	10	20	0.365	Tristeza
desgracia	0	0	50	50	0.83	Tristeza
desgraciar	10	0	50	40	0.73	Tristeza
deshecho	10	50	10	30	0.531	Tristeza
deshincharse	70	30	0	0	0.099	Tristeza
deshonrar	10	50	40	0	0.429	Tristeza
desierto	70	30	0	0	0.099	Tristeza
desinflar 	40	60	0	0	0.198	Tristeza
deslucir	60	40	0	0	0.132	Tristeza
desmadejado	60	30	10	0	0.165	Tristeza
desmalazado	40	40	20	0	0.264	Tristeza
desmayadamente	60	40	0	0	0.132	Tristeza
desmayado	60	40	0	0	0.132	Tristeza
desmayar	70	30	0	0	0.099	Tristeza
desmedrar	60	30	10	0	0.165	Tristeza
desmoralización	20	10	60	10	0.529	Tristeza
desmoralizador	0	30	60	10	0.595	Tristeza
desmoralizante	0	30	60	10	0.595	Tristeza
desmoralizar	10	20	60	10	0.562	Tristeza
desmotivar	0	0	70	30	0.762	Tristeza
desolación	0	0	70	30	0.762	Tristeza
desolar	0	10	60	30	0.729	Tristeza
despojar	0	60	30	10	0.496	Tristeza
desposeer	40	30	30	0	0.297	Tristeza
desprivar	50	20	30	0	0.264	Tristeza
desprotección	40	40	20	0	0.264	Tristeza
desprotegido	30	30	40	0	0.363	Tristeza
destartalado	10	80	10	0	0.33	Tristeza
destrozo	0	40	50	10	0.562	Tristeza
desventura	0	10	60	30	0.729	Tristeza
desventurado	10	10	60	20	0.629	Tristeza
devastar	0	20	30	50	0.764	Tristeza
doler	10	0	40	50	0.764	Tristeza
doliente	10	0	20	70	0.832	Tristeza
dolor	10	0	20	70	0.832	Tristeza
dolorido	10	0	20	70	0.832	Tristeza
doloroso	10	0	10	80	0.866	Tristeza
duelo	30	10	40	20	0.497	Tristeza
echar	70	30	0	0	0.099	Tristeza
encoger 	40	40	20	0	0.264	Tristeza
encuitar	60	20	10	10	0.232	Tristeza
enervar 	50	30	20	0	0.231	Tristeza
enfermedad	0	30	50	20	0.629	Tristeza
enflaquecer	10	30	40	20	0.563	Tristeza
enlutar	0	10	40	50	0.797	Tristeza
ensombrecer	0	30	30	40	0.697	Tristeza
entristecedor	0	10	10	80	0.899	Tristeza
entristecer	0	0	20	80	0.932	Tristeza
entristecimiento	0	10	10	80	0.899	Tristeza
escarmentar	20	70	0	10	0.331	Tristeza
escasez	20	60	0	20	0.398	Tristeza
escaso	30	50	0	20	0.365	Tristeza
esplín	50	0	10	40	0.466	Tristeza
estragar	60	30	10	0	0.165	Tristeza
flaquear	10	60	30	0	0.396	Tristeza
flaqueza	20	50	30	0	0.363	Tristeza
flébil	10	10	40	40	0.697	Tristeza
frío	40	60	0	0	0.198	Tristeza
frustación	20	40	40	0	0.396	Tristeza
fúnebre	10	0	60	30	0.696	Tristeza
fúnebremente	10	0	70	20	0.662	Tristeza
funeral	0	10	50	40	0.763	Tristeza
funerario	10	0	40	50	0.764	Tristeza
funesto	10	50	20	20	0.497	Tristeza
grave	10	50	30	10	0.463	Tristeza
gris	20	20	30	30	0.564	Tristeza
hambre	40	30	20	10	0.331	Tristeza
huérfano	0	20	30	50	0.764	Tristeza
humilde	20	40	40	0	0.396	Tristeza
humillar	10	40	40	10	0.496	Tristeza
hundido	20	20	50	10	0.496	Tristeza
hundir	40	0	40	20	0.464	Tristeza
hundírsele	60	10	10	20	0.299	Tristeza
imperfecto	40	50	10	0	0.231	Tristeza
impotencia	10	40	30	20	0.53	Tristeza
impotente	30	20	30	20	0.464	Tristeza
inconforme	40	20	40	0	0.33	Tristeza
inconformidad	50	20	30	0	0.264	Tristeza
inconsolable	20	0	20	60	0.732	Tristeza
indigente	30	40	10	20	0.398	Tristeza
infausto	10	40	30	20	0.53	Tristeza
infectar	30	50	20	0	0.297	Tristeza
infedelidad	20	10	40	30	0.597	Tristeza
infelicidad	0	0	30	70	0.898	Tristeza
infeliz	0	0	10	90	0.966	Tristeza
inferior	40	40	20	0	0.264	Tristeza
infortunado	0	20	40	40	0.73	Tristeza
infortunio	0	10	60	30	0.729	Tristeza
inhabitado	30	40	30	0	0.33	Tristeza
injusticia	10	40	40	10	0.496	Tristeza
inmoral	30	20	30	20	0.464	Tristeza
innoble	30	10	50	10	0.463	Tristeza
inquietud	60	10	30	0	0.231	Tristeza
insatisfacción	50	10	40	0	0.297	Tristeza
insatisfecho	50	10	30	10	0.331	Tristeza
lacerar	10	30	50	10	0.529	Tristeza
laceria	10	50	30	10	0.463	Tristeza
lacrimoso	10	20	40	30	0.63	Tristeza
lágrima	0	10	50	40	0.763	Tristeza
lagrimar	0	10	50	40	0.763	Tristeza
lágrimas	0	10	50	40	0.763	Tristeza
lagrimear	0	0	70	30	0.762	Tristeza
lagrimoso	0	20	60	20	0.662	Tristeza
laido	20	20	40	20	0.53	Tristeza
lamentable	10	10	60	20	0.629	Tristeza
lamentablemente	20	10	40	30	0.597	Tristeza
lamentar	0	10	60	30	0.729	Tristeza
lamento	0	10	60	30	0.729	Tristeza
lamentoso	0	10	60	30	0.729	Tristeza
lánguidamente	0	60	30	10	0.496	Tristeza
lánguido	10	40	40	10	0.496	Tristeza
larga	80	20	0	0	0.066	Tristeza
lastima	0	20	40	40	0.73	Tristeza
lastimeramente	10	0	60	30	0.696	Tristeza
lastimero	10	0	50	40	0.73	Tristeza
lastimoso	0	10	50	40	0.763	Tristeza
llanto	0	10	20	70	0.865	Tristeza
llorar	0	10	20	70	0.865	Tristeza
llorón	0	10	50	40	0.763	Tristeza
lloroso	0	10	40	50	0.797	Tristeza
lóbregamente	10	50	30	10	0.463	Tristeza
lóbrego	20	40	20	20	0.464	Tristeza
luctuosamente	0	0	50	50	0.83	Tristeza
luctuoso	0	0	30	70	0.898	Tristeza
lúgubre	0	10	20	70	0.865	Tristeza
lugubres	0	10	20	70	0.865	Tristeza
luto	0	0	20	80	0.932	Tristeza
lutoso	0	0	20	80	0.932	Tristeza
macabro	60	30	0	10	0.199	Tristeza
mal	40	10	30	20	0.431	Tristeza
malandante	20	50	30	0	0.363	Tristeza
malaventurado	10	20	40	30	0.63	Tristeza
malcontento	20	10	50	20	0.563	Tristeza
maldito	20	80	0	0	0.264	Tristeza
malhadado	0	50	40	10	0.529	Tristeza
malhumorar	40	30	30	0	0.297	Tristeza
malo	50	30	10	10	0.265	Tristeza
maltrecho	30	40	30	0	0.33	Tristeza
melancolía	0	10	20	70	0.865	Tristeza
melancólicamente	0	10	20	70	0.865	Tristeza
melancólico	0	10	20	70	0.865	Tristeza
menesteroso	0	60	40	0	0.462	Tristeza
menguante	70	30	0	0	0.099	Tristeza
mezquinamente	40	50	10	0	0.231	Tristeza
mezquindad	30	70	0	0	0.231	Tristeza
miserable	0	20	70	10	0.628	Tristeza
miserablemente	0	10	80	10	0.661	Tristeza
míseramente	0	40	40	20	0.596	Tristeza
miseria	0	40	40	20	0.596	Tristeza
mísero	0	40	50	10	0.562	Tristeza
misérrimamente	10	50	30	10	0.463	Tristeza
molestar	60	40	0	0	0.132	Tristeza
morriña	30	20	10	40	0.532	Tristeza
muerte	0	10	20	70	0.865	Tristeza
muerto	0	30	20	50	0.731	Tristeza
mustiamente	50	20	20	10	0.298	Tristeza
mustio	50	10	20	20	0.365	Tristeza
necesitado	20	30	30	20	0.497	Tristeza
nefasto	30	40	30	0	0.33	Tristeza
negro	40	60	0	0	0.198	Tristeza
nocturno	90	10	0	0	0.033	Tristeza
nostálgico	0	10	30	60	0.831	Tristeza
obscuridad	40	50	0	10	0.265	Tristeza
obscuro	40	50	0	10	0.265	Tristeza
onerosamente	50	50	0	0	0.165	Tristeza
opacidad	50	20	30	0	0.264	Tristeza
opresión	40	40	20	0	0.264	Tristeza
opresivamente	10	60	30	0	0.396	Tristeza
opresivo	10	70	20	0	0.363	Tristeza
oprimente	10	60	30	0	0.396	Tristeza
oprimir	50	40	10	0	0.198	Tristeza
oscuramente	90	10	0	0	0.033	Tristeza
oscurecer	80	20	0	0	0.066	Tristeza
oscuridad	70	30	0	0	0.099	Tristeza
oscuro	80	20	0	0	0.066	Tristeza
padecer	10	50	40	0	0.429	Tristeza
padecimiento	10	50	40	0	0.429	Tristeza
panteón	0	50	30	20	0.563	Tristeza
partir	10	20	50	20	0.596	Tristeza
patético	60	30	10	0	0.165	Tristeza
paupérrimamente	50	40	0	10	0.232	Tristeza
paupérrimo	60	20	10	10	0.232	Tristeza
pena	0	10	70	20	0.695	Tristeza
penalidad	40	30	20	10	0.331	Tristeza
penar	0	20	70	10	0.628	Tristeza
penitencia	0	60	30	10	0.496	Tristeza
penitente	0	60	30	10	0.496	Tristeza
penosamente	20	40	40	0	0.396	Tristeza
penoso	20	50	30	0	0.363	Tristeza
penumbra	30	40	20	10	0.364	Tristeza
perder	10	10	60	20	0.629	Tristeza
pérdida	0	0	40	60	0.864	Tristeza
perseguir	40	50	10	0	0.231	Tristeza
perverso	60	40	0	0	0.132	Tristeza
pesadumbre	0	60	30	10	0.496	Tristeza
pesar	10	20	60	10	0.562	Tristeza
pesaroso	20	20	50	10	0.496	Tristeza
pesimismo	30	10	60	0	0.429	Tristeza
pisotear	20	60	20	0	0.33	Tristeza
pobre	0	60	40	0	0.462	Tristeza
pobremente	20	40	40	0	0.396	Tristeza
pobrete	30	30	40	0	0.363	Tristeza
pobreto	40	10	50	0	0.363	Tristeza
pobreza	20	40	40	0	0.396	Tristeza
podrir	30	50	20	0	0.297	Tristeza
preocupar	20	20	60	0	0.462	Tristeza
presionar	40	40	20	0	0.264	Tristeza
privar	0	60	30	10	0.496	Tristeza
quebranto	0	20	70	10	0.628	Tristeza
reducir	70	30	0	0	0.099	Tristeza
remordimiento	10	10	70	10	0.595	Tristeza
ruina	20	40	30	10	0.43	Tristeza
serio	60	40	0	0	0.132	Tristeza
soledad	0	10	50	40	0.763	Tristeza
solitario	0	0	50	50	0.83	Tristeza
sollozar	10	0	30	60	0.798	Tristeza
solo	0	10	60	30	0.729	Tristeza
sombrío	10	70	10	10	0.397	Tristeza
sufrimiento	0	0	30	70	0.898	Tristeza
sufrir	0	0	30	70	0.898	Tristeza
sumisamente	0	80	10	10	0.43	Tristeza
taciturnidad	20	50	10	20	0.431	Tristeza
taciturno	10	60	10	20	0.464	Tristeza
temor	60	20	20	0	0.198	Tristeza
tenebrosamente	60	20	20	0	0.198	Tristeza
tenebrosidad	70	20	10	0	0.132	Tristeza
tenebroso	70	20	10	0	0.132	Tristeza
tétrico	60	30	0	10	0.199	Tristeza
tormento	10	40	30	20	0.53	Tristeza
triste	0	0	10	90	0.966	Tristeza
tristemente	0	0	10	90	0.966	Tristeza
tristeza	0	0	10	90	0.966	Tristeza
trizas	30	20	30	20	0.464	Tristeza
vejación	30	50	20	0	0.297	Tristeza
vejar	20	40	40	0	0.396	Tristeza
vergonzoso	40	50	10	0	0.231	Tristeza
zangarriana 	20	20	40	20	0.53	Tristeza
